Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Dragapult,887,3,50,88,120,75,100,75,142,600,https://play.pokemonshowdown.com/sprites/gen5/dragapult.png
Zacian,888,2.8,110,92,120,115,80,115,138,660,https://play.pokemonshowdown.com/sprites/gen5/zacian.png
Zamazenta,889,2.9,210,92,120,115,80,115,138,660,https://play.pokemonshowdown.com/sprites/gen5/zamazenta.png
Eternatus,890,20,950,140,85,95,145,95,130,690,https://play.pokemonshowdown.com/sprites/gen5/eternatus.png
Kubfu,891,0.6,12,60,90,60,53,50,72,385,https://play.pokemonshowdown.com/sprites/gen5/kubfu.png
Urshifu,892,1.9,105,100,130,100,63,60,97,550,https://play.pokemonshowdown.com/sprites/gen5/urshifu.png
Zarude,893,1.8,70,105,120,105,70,95,105,600,https://play.pokemonshowdown.com/sprites/gen5/zarude.png
Regieleki,894,1.2,145,80,100,50,100,50,200,580,https://play.pokemonshowdown.com/sprites/gen5/regieleki.png
Regidrago,895,2.1,200,200,100,50,100,50,80,580,https://play.pokemonshowdown.com/sprites/gen5/regidrago.png
Glastrier,896,2.2,800,100,145,130,65,110,30,580,https://play.pokemonshowdown.com/sprites/gen5/glastrier.png
Spectrier,897,2,44.5,100,65,60,145,80,130,580,https://play.pokemonshowdown.com/sprites/gen5/spectrier.png
Calyrex,898,1.1,7.7,100,80,80,80,80,80,500,https://play.pokemonshowdown.com/sprites/gen5/calyrex.png
Wyrdeer,899,1.8,95.1,103,105,72,105,75,65,525,https://play.pokemonshowdown.com/sprites/gen5/wyrdeer.png
Kleavor,900,1.8,89,70,135,95,45,70,85,500,https://play.pokemonshowdown.com/sprites/gen5/kleavor.png
Ursaluna,901,2.4,290,130,140,105,45,80,50,550,https://play.pokemonshowdown.com/sprites/gen5/ursaluna.png
Basculegion,902,3,110,120,112,65,80,75,78,530,https://play.pokemonshowdown.com/sprites/gen5/basculegion.png
Sneasler,903,1.3,43,80,130,60,40,80,120,510,https://play.pokemonshowdown.com/sprites/gen5/sneasler.png
Overqwil,904,0.5,3.9,85,115,95,65,65,85,510,https://play.pokemonshowdown.com/sprites/gen5/overqwil.png
Enamorus,905,1.6,48,74,115,70,135,80,106,580,https://play.pokemonshowdown.com/sprites/gen5/enamorus.png
Sprigatito,906,0.4,4.1,40,61,54,45,45,65,310,https://play.pokemonshowdown.com/sprites/gen5/sprigatito.png
Floragato,907,0.9,12.2,61,80,63,60,63,83,410,https://play.pokemonshowdown.com/sprites/gen5/floragato.png
Meowscarada,908,1.5,31.2,76,110,70,81,70,123,530,https://play.pokemonshowdown.com/sprites/gen5/meowscarada.png
Fuecoco,909,0.4,9.8,67,45,59,63,40,36,310,https://play.pokemonshowdown.com/sprites/gen5/fuecoco.png
Crocalor,910,1,30.7,81,55,78,90,58,49,411,https://play.pokemonshowdown.com/sprites/gen5/crocalor.png
Skeledirge,911,1.6,326.5,104,75,100,110,75,66,530,https://play.pokemonshowdown.com/sprites/gen5/skeledirge.png
Quaxly,912,0.5,6.1,55,65,45,50,45,50,310,https://play.pokemonshowdown.com/sprites/gen5/quaxly.png
Quaxwell,913,1.2,21.5,70,85,65,65,60,65,410,https://play.pokemonshowdown.com/sprites/gen5/quaxwell.png
Quaquaval,914,1.8,61.9,85,120,80,85,75,85,530,https://play.pokemonshowdown.com/sprites/gen5/quaquaval.png
Lechonk,915,0.5,10.2,54,45,40,35,45,35,254,https://play.pokemonshowdown.com/sprites/gen5/lechonk.png
Oinkologne,916,1,120,110,100,75,59,80,65,489,https://play.pokemonshowdown.com/sprites/gen5/oinkologne.png
Tarountula,917,0.3,4,35,41,45,29,40,20,210,https://play.pokemonshowdown.com/sprites/gen5/tarountula.png
Spidops,918,1,16.5,60,79,92,52,86,35,404,https://play.pokemonshowdown.com/sprites/gen5/spidops.png
Nymble,919,0.2,1,33,46,40,21,25,45,210,https://play.pokemonshowdown.com/sprites/gen5/nymble.png
Lokix,920,1,17.5,71,102,78,52,55,92,450,https://play.pokemonshowdown.com/sprites/gen5/lokix.png
Pawmi,921,0.3,2.5,45,50,20,40,25,60,240,https://play.pokemonshowdown.com/sprites/gen5/pawmi.png
Pawmo,922,0.4,6.5,60,75,40,50,40,85,350,https://play.pokemonshowdown.com/sprites/gen5/pawmo.png
Pawmot,923,0.9,41,70,115,70,70,60,105,490,https://play.pokemonshowdown.com/sprites/gen5/pawmot.png
Tandemaus,924,0.3,1.8,50,50,45,40,45,75,305,https://play.pokemonshowdown.com/sprites/gen5/tandemaus.png
Maushold,925,0.3,2.3,74,75,70,65,75,111,470,https://play.pokemonshowdown.com/sprites/gen5/maushold.png
Fidough,926,0.3,10.9,37,55,70,30,55,65,312,https://play.pokemonshowdown.com/sprites/gen5/fidough.png
Dachsbun,927,0.5,14.9,57,80,115,50,80,95,477,https://play.pokemonshowdown.com/sprites/gen5/dachsbun.png
Smoliv,928,0.3,6.5,41,35,45,58,51,30,260,https://play.pokemonshowdown.com/sprites/gen5/smoliv.png
Dolliv,929,0.6,11.9,52,53,60,78,78,33,354,https://play.pokemonshowdown.com/sprites/gen5/dolliv.png
Arboliva,930,1.4,48.2,78,69,90,125,109,39,510,https://play.pokemonshowdown.com/sprites/gen5/arboliva.png
Squawkabilly,931,0.6,2.4,82,96,51,45,51,92,417,https://play.pokemonshowdown.com/sprites/gen5/squawkabilly.png
Nacli,932,0.4,16,55,55,75,35,35,25,280,https://play.pokemonshowdown.com/sprites/gen5/nacli.png
Naclstack,933,0.5,105,60,60,100,35,65,35,355,https://play.pokemonshowdown.com/sprites/gen5/naclstack.png
Garganacl,934,2.5,240,100,100,130,45,90,35,500,https://play.pokemonshowdown.com/sprites/gen5/garganacl.png
Charcadet,935,0.6,10.5,40,50,40,50,40,35,255,https://play.pokemonshowdown.com/sprites/gen5/charcadet.png
Armarouge,936,1.5,85,85,60,100,125,80,75,525,https://play.pokemonshowdown.com/sprites/gen5/armarouge.png
Ceruledge,937,1.6,62,75,125,80,60,100,85,525,https://play.pokemonshowdown.com/sprites/gen5/ceruledge.png
Tadbulb,938,0.3,0.4,61,31,41,59,35,45,272,https://play.pokemonshowdown.com/sprites/gen5/tadbulb.png
Bellibolt,939,1.2,113,109,64,91,103,83,45,495,https://play.pokemonshowdown.com/sprites/gen5/bellibolt.png
Wattrel,940,0.4,3.6,40,40,35,55,40,70,280,https://play.pokemonshowdown.com/sprites/gen5/wattrel.png
Kilowattrel,941,1.4,38.6,70,70,60,105,60,125,490,https://play.pokemonshowdown.com/sprites/gen5/kilowattrel.png
Maschiff,942,0.5,16,60,78,60,40,51,51,340,https://play.pokemonshowdown.com/sprites/gen5/maschiff.png
Mabosstiff,943,1.1,61,80,120,90,60,70,85,505,https://play.pokemonshowdown.com/sprites/gen5/mabosstiff.png
Shroodle,944,0.2,0.7,40,65,35,40,35,75,290,https://play.pokemonshowdown.com/sprites/gen5/shroodle.png
Grafaiai,945,0.7,27.2,63,95,65,80,72,110,485,https://play.pokemonshowdown.com/sprites/gen5/grafaiai.png
Bramblin,946,0.6,0.6,40,65,30,45,35,60,275,https://play.pokemonshowdown.com/sprites/gen5/bramblin.png
Brambleghast,947,1.2,6,55,115,70,80,70,90,480,https://play.pokemonshowdown.com/sprites/gen5/brambleghast.png
Toedscool,948,0.9,33,40,40,35,50,100,70,335,https://play.pokemonshowdown.com/sprites/gen5/toedscool.png
Toedscruel,949,1.9,58,80,70,65,80,120,100,515,https://play.pokemonshowdown.com/sprites/gen5/toedscruel.png
Klawf,950,1.3,79,70,100,115,35,55,75,450,https://play.pokemonshowdown.com/sprites/gen5/klawf.png
Capsakid,951,0.3,3,52,62,40,62,40,50,306,https://play.pokemonshowdown.com/sprites/gen5/capsakid.png
Scovillain,952,0.9,15,65,108,65,108,65,75,486,https://play.pokemonshowdown.com/sprites/gen5/scovillain.png
Rellor,953,0.2,1,41,50,60,31,58,30,270,https://play.pokemonshowdown.com/sprites/gen5/rellor.png
Rabsca,954,0.3,3.5,75,50,85,115,100,45,470,https://play.pokemonshowdown.com/sprites/gen5/rabsca.png
Flittle,955,0.2,1.5,30,35,30,55,30,75,255,https://play.pokemonshowdown.com/sprites/gen5/flittle.png
Espathra,956,1.9,90,95,60,60,101,60,105,481,https://play.pokemonshowdown.com/sprites/gen5/espathra.png
Tinkatink,957,0.4,8.9,50,45,45,35,64,58,297,https://play.pokemonshowdown.com/sprites/gen5/tinkatink.png
Tinkatuff,958,0.7,59.1,65,55,55,45,82,78,380,https://play.pokemonshowdown.com/sprites/gen5/tinkatuff.png
Tinkaton,959,0.7,112.8,85,75,77,70,105,94,506,https://play.pokemonshowdown.com/sprites/gen5/tinkaton.png
Wiglett,960,1.2,1.8,10,55,25,35,25,95,245,https://play.pokemonshowdown.com/sprites/gen5/wiglett.png
Wugtrio,961,1.2,5.4,35,100,50,50,70,120,425,https://play.pokemonshowdown.com/sprites/gen5/wugtrio.png
Bombirdier,962,1.5,42.9,70,103,85,60,85,82,485,https://play.pokemonshowdown.com/sprites/gen5/bombirdier.png
Finizen,963,1.3,60.2,70,45,40,45,40,75,315,https://play.pokemonshowdown.com/sprites/gen5/finizen.png
Palafin,964,1.3,60.2,100,70,72,53,62,100,457,https://play.pokemonshowdown.com/sprites/gen5/palafin.png
Varoom,965,1,35,45,70,63,30,45,47,300,https://play.pokemonshowdown.com/sprites/gen5/varoom.png
Revavroom,966,1.8,120,80,119,90,54,67,90,500,https://play.pokemonshowdown.com/sprites/gen5/revavroom.png
Cyclizar,967,1.6,63,70,95,65,85,65,121,501,https://play.pokemonshowdown.com/sprites/gen5/cyclizar.png
Orthworm,968,2.5,310,70,85,145,60,55,65,480,https://play.pokemonshowdown.com/sprites/gen5/orthworm.png
Glimmet,969,0.7,8,48,35,42,105,60,60,350,https://play.pokemonshowdown.com/sprites/gen5/glimmet.png
Glimmora,970,1.5,45,83,55,90,130,81,86,525,https://play.pokemonshowdown.com/sprites/gen5/glimmora.png
Greavard,971,0.6,35,50,61,60,30,55,34,290,https://play.pokemonshowdown.com/sprites/gen5/greavard.png
Houndstone,972,2,15,72,101,100,50,97,68,488,https://play.pokemonshowdown.com/sprites/gen5/houndstone.png
Flamigo,973,1.6,37,82,115,74,75,64,90,500,https://play.pokemonshowdown.com/sprites/gen5/flamigo.png
Cetoddle,974,1.2,45,108,68,45,30,40,43,334,https://play.pokemonshowdown.com/sprites/gen5/cetoddle.png
Cetitan,975,4.5,700,170,113,65,45,55,73,521,https://play.pokemonshowdown.com/sprites/gen5/cetitan.png
Veluza,976,2.5,90,90,102,73,78,65,70,478,https://play.pokemonshowdown.com/sprites/gen5/veluza.png
Dondozo,977,12,220,150,100,115,65,65,35,530,https://play.pokemonshowdown.com/sprites/gen5/dondozo.png
Tatsugiri,978,0.3,8,68,50,60,120,95,82,475,https://play.pokemonshowdown.com/sprites/gen5/tatsugiri.png
Annihilape,979,1.2,56,110,115,80,50,90,90,535,https://play.pokemonshowdown.com/sprites/gen5/annihilape.png
Clodsire,980,1.8,223,130,75,60,45,100,20,430,https://play.pokemonshowdown.com/sprites/gen5/clodsire.png
Farigiraf,981,3.2,160,120,90,70,110,70,60,520,https://play.pokemonshowdown.com/sprites/gen5/farigiraf.png
Dudunsparce,982,3.6,39.2,125,100,80,85,75,55,520,https://play.pokemonshowdown.com/sprites/gen5/dudunsparce.png
Kingambit,983,2,120,100,135,120,60,85,50,550,https://play.pokemonshowdown.com/sprites/gen5/kingambit.png
Great Tusk,984,2.2,320,115,131,131,53,53,87,570,https://play.pokemonshowdown.com/sprites/gen5/greattusk.png
Scream Tail,985,1.2,8,115,65,99,65,115,111,570,https://play.pokemonshowdown.com/sprites/gen5/screamtail.png
Brute Bonnet,986,1.2,21,111,127,99,79,99,55,570,https://play.pokemonshowdown.com/sprites/gen5/brutebonnet.png
Flutter Mane,987,1.4,4,55,55,55,135,135,135,570,https://play.pokemonshowdown.com/sprites/gen5/fluttermane.png
Slither Wing,988,3.2,92,85,135,79,85,105,81,570,https://play.pokemonshowdown.com/sprites/gen5/slitherwing.png
Sandy Shocks,989,2.3,60,85,81,97,121,85,101,570,https://play.pokemonshowdown.com/sprites/gen5/sandyshocks.png
Iron Treads,990,0.9,240,90,112,120,72,70,106,570,https://play.pokemonshowdown.com/sprites/gen5/irontreads.png
Iron Bundle,991,0.6,11,56,80,114,124,60,136,570,https://play.pokemonshowdown.com/sprites/gen5/ironbundle.png
Iron Hands,992,1.8,380.7,154,140,108,50,68,50,570,https://play.pokemonshowdown.com/sprites/gen5/ironhands.png
Iron Jugulis,993,1.3,111,94,80,86,122,80,108,570,https://play.pokemonshowdown.com/sprites/gen5/ironjugulis.png
Iron Moth,994,1.2,36,80,70,60,140,110,110,570,https://play.pokemonshowdown.com/sprites/gen5/ironmoth.png
Iron Thorns,995,1.6,303,100,134,110,70,84,72,570,https://play.pokemonshowdown.com/sprites/gen5/ironthorns.png
Frigibax,996,0.5,17,65,75,45,35,45,55,320,https://play.pokemonshowdown.com/sprites/gen5/frigibax.png
Arctibax,997,0.8,30,90,95,66,45,65,62,423,https://play.pokemonshowdown.com/sprites/gen5/arctibax.png
Baxcalibur,998,2.1,210,115,145,92,75,86,87,600,https://play.pokemonshowdown.com/sprites/gen5/baxcalibur.png
Gimmighoul,999,0.3,5,45,30,70,75,70,10,300,https://play.pokemonshowdown.com/sprites/gen5/gimmighoul.png
Gholdengo,1000,1.2,30,87,60,95,133,91,84,550,https://play.pokemonshowdown.com/sprites/gen5/gholdengo.png
Wo-Chien,1001,1.5,74.2,85,85,100,95,135,70,570,https://play.pokemonshowdown.com/sprites/gen5/wochien.png
Chien-Pao,1002,1.9,152.2,80,120,80,90,65,135,570,https://play.pokemonshowdown.com/sprites/gen5/chienpao.png
Ting-Lu,1003,2.7,699.7,155,110,125,55,80,45,570,https://play.pokemonshowdown.com/sprites/gen5/tinglu.png
Chi-Yu,1004,0.4,4.9,55,80,80,135,120,100,570,https://play.pokemonshowdown.com/sprites/gen5/chiyu.png
Roaring Moon,1005,2,380,105,139,71,55,101,119,590,https://play.pokemonshowdown.com/sprites/gen5/roaringmoon.png
Iron Valiant,1006,1.4,35,74,130,90,120,60,116,590,https://play.pokemonshowdown.com/sprites/gen5/ironvaliant.png
Koraidon,1007,2.5,303,100,135,115,85,100,135,670,https://play.pokemonshowdown.com/sprites/gen5/koraidon.png
Miraidon,1008,3.5,240,100,85,100,135,115,135,670,https://play.pokemonshowdown.com/sprites/gen5/miraidon.png
Walking Wake,1009,3.5,280,99,83,91,125,83,109,590,https://play.pokemonshowdown.com/sprites/gen5/walkingwake.png
Iron Leaves,1010,1.5,125,90,130,88,70,108,104,590,https://play.pokemonshowdown.com/sprites/gen5/ironleaves.png
