Pokemon, Move, Source 
Wartortle,Iron Defense,TM
Wartortle,Iron Tail,TM
Wartortle,Mega Kick,TM
Wartortle,Mega Punch,TM
Wartortle,Muddy Water,TM
Wartortle,Protect,TM
Wartortle,Rain Dance,TM
Wartortle,Rest,TM
Wartortle,Rock Tomb,TM
Wartortle,Round,TM
Wartortle,Scald,TM
Wartortle,Sleep Talk,TM
Wartortle,Snore,TM
Wartortle,Substitute,TM
Wartortle,Surf,TM
Wartortle,Waterfall,TM
Wartortle,Weather Ball,TM
Wartortle,Whirlpool,TM
Wartortle,Work Up,TM
Wartortle,Zen Headbutt,TM
Wartortle,Flip Turn,move tutor
Wartortle,Water Pledge,move tutor
Wartortle,Aqua Jet,egg move
Wartortle,Aqua Ring,egg move
Wartortle,Fake Out,egg move
Wartortle,Flail,egg move
Wartortle,Haze,egg move
Wartortle,Life Dew,egg move
Wartortle,Mirror Coat,egg move
Wartortle,Mist,egg move
Wartortle,Water Spout,egg move
Wartortle,Yawn,egg move
Wartortle,Block,Event
Wartortle,Bubble,Event
Wartortle,Celebrate,Event
Wartortle,False Swipe,Event
Wartortle,Follow Me,Event
Wartortle,Hydro Cannon,Event
Wartortle,Tackle,Event
Wartortle,Tail Whip,Event
Wartortle,Water Gun,Event
Wartortle,Withdraw,Event
Wartortle,Bide,Past generation only
Wartortle,Bubble Beam,Past generation only
Wartortle,Captivate,Past generation only
Wartortle,Confide,Past generation only
Wartortle,Counter,Past generation only
Wartortle,Curse,Past generation only
Wartortle,Defense Curl,Past generation only
Wartortle,Double-Edge,Past generation only
Wartortle,Double Team,Past generation only
Wartortle,Dynamic Punch,Past generation only
Wartortle,Focus Punch,Past generation only
Wartortle,Frustration,Past generation only
Wartortle,Headbutt,Past generation only
Wartortle,Hidden Power,Past generation only
Wartortle,Mimic,Past generation only
Wartortle,Mud-Slap,Past generation only
Wartortle,Natural Gift,Past generation only
Wartortle,Outrage,Past generation only
Wartortle,Power-Up Punch,Past generation only
Wartortle,Rage,Past generation only
Wartortle,Reflect,Past generation only
Wartortle,Return,Past generation only
Wartortle,Rock Slide,Past generation only
Wartortle,Rock Smash,Past generation only
Wartortle,Rollout,Past generation only
Wartortle,Secret Power,Past generation only
Wartortle,Seismic Toss,Past generation only
Wartortle,Strength,Past generation only
Wartortle,Submission,Past generation only
Wartortle,Swagger,Past generation only
Wartortle,Take Down,Past generation only
Wartortle,Toxic,Past generation only
Blastoise,Flash Cannon,level 1
Blastoise,Tackle,level 1
Blastoise,Tail Whip,level 1
Blastoise,Water Gun,level 1
Blastoise,Withdraw,level 1
Blastoise,Rapid Spin,level 9
Blastoise,Bite,level 12
Blastoise,Water Pulse,level 15
Blastoise,Protect,level 20
Blastoise,Rain Dance,level 25
Blastoise,Aqua Tail,level 30
Blastoise,Shell Smash,level 35
Blastoise,Iron Defense,level 42
Blastoise,Hydro Pump,level 49
Blastoise,Skull Bash,level 56
Blastoise,Attract,TM
Blastoise,Aura Sphere,TM
Blastoise,Avalanche,TM
Blastoise,Blizzard,TM
Blastoise,Body Press,TM
Blastoise,Body Slam,TM
Blastoise,Brick Break,TM
Blastoise,Brine,TM
Blastoise,Bulldoze,TM
Blastoise,Crunch,TM
Blastoise,Dark Pulse,TM
Blastoise,Dig,TM
Blastoise,Dive,TM
Blastoise,Dragon Pulse,TM
Blastoise,Earthquake,TM
Blastoise,Endure,TM
Blastoise,Facade,TM
Blastoise,False Swipe,TM
Blastoise,Flash Cannon,TM
Blastoise,Fling,TM
Blastoise,Focus Blast,TM
Blastoise,Giga Impact,TM
Blastoise,Gyro Ball,TM
Blastoise,Hail,TM
Blastoise,Helping Hand,TM
Blastoise,Hydro Pump,TM
Blastoise,Hyper Beam,TM
Blastoise,Ice Beam,TM
Blastoise,Ice Punch,TM
Blastoise,Icy Wind,TM
Blastoise,Iron Defense,TM
Blastoise,Iron Tail,TM
Blastoise,Liquidation,TM
Blastoise,Mega Kick,TM
Blastoise,Mega Punch,TM
Blastoise,Muddy Water,TM
Blastoise,Outrage,TM
Blastoise,Protect,TM
Blastoise,Rain Dance,TM
Blastoise,Rest,TM
Blastoise,Rock Slide,TM
Blastoise,Rock Tomb,TM
Blastoise,Round,TM
Blastoise,Scald,TM
Blastoise,Sleep Talk,TM
Blastoise,Snore,TM
Blastoise,Substitute,TM
Blastoise,Surf,TM
Blastoise,Waterfall,TM
Blastoise,Weather Ball,TM
Blastoise,Whirlpool,TM
Blastoise,Work Up,TM
Blastoise,Zen Headbutt,TM
Blastoise,Flip Turn,move tutor
Blastoise,Hydro Cannon,move tutor
Blastoise,Terrain Pulse,move tutor
Blastoise,Water Pledge,move tutor
Blastoise,Aqua Jet,egg move
Blastoise,Aqua Ring,egg move
Blastoise,Fake Out,egg move
Blastoise,Flail,egg move
Blastoise,Haze,egg move
Blastoise,Life Dew,egg move
Blastoise,Mirror Coat,egg move
Blastoise,Mist,egg move
Blastoise,Water Spout,egg move
Blastoise,Yawn,egg move
Blastoise,Block,Event
Blastoise,Bubble,Event
Blastoise,Celebrate,Event
Blastoise,False Swipe,Event
Blastoise,Follow Me,Event
Blastoise,Hydro Cannon,Event
Blastoise,Hydro Pump,Event
Blastoise,Iron Defense,Event
Blastoise,Protect,Event
Blastoise,Rain Dance,Event
Blastoise,Skull Bash,Event
Blastoise,Tackle,Event
Blastoise,Tail Whip,Event
Blastoise,Water Gun,Event
Blastoise,Water Pledge,Event
Blastoise,Withdraw,Event
Blastoise,Bide,Past generation only
Blastoise,Bubble Beam,Past generation only
Blastoise,Captivate,Past generation only
Blastoise,Confide,Past generation only
Blastoise,Counter,Past generation only
Blastoise,Curse,Past generation only
Blastoise,Defense Curl,Past generation only
Blastoise,Double-Edge,Past generation only
Blastoise,Double Team,Past generation only
Blastoise,Dragon Tail,Past generation only
Blastoise,Dynamic Punch,Past generation only
Blastoise,Fissure,Past generation only
Blastoise,Focus Punch,Past generation only
Blastoise,Frustration,Past generation only
Blastoise,Headbutt,Past generation only
Blastoise,Hidden Power,Past generation only
Blastoise,Mimic,Past generation only
Blastoise,Mud-Slap,Past generation only
Blastoise,Natural Gift,Past generation only
Blastoise,Power-Up Punch,Past generation only
Blastoise,Rage,Past generation only
Blastoise,Reflect,Past generation only
Blastoise,Return,Past generation only
Blastoise,Roar,Past generation only
Blastoise,Rock Climb,Past generation only
Blastoise,Rock Smash,Past generation only
Blastoise,Rollout,Past generation only
Blastoise,Secret Power,Past generation only
Blastoise,Seismic Toss,Past generation only
Blastoise,Signal Beam,Past generation only
Blastoise,Smack Down,Past generation only
Blastoise,Strength,Past generation only
Blastoise,Submission,Past generation only
Blastoise,Swagger,Past generation only
Blastoise,Take Down,Past generation only
Blastoise,Toxic,Past generation only
Caterpie,String Shot,level 1
Caterpie,Tackle,level 1
Caterpie,Bug Bite,level 9
Caterpie,Electroweb,TM
Caterpie,Snore,Past generation only
Metapod,Harden,level 1
Metapod,String Shot,level 1
Metapod,Tackle,level 1
Metapod,Bug Bite,level 9
Metapod,Electroweb,TM
Metapod,Iron Defense,TM
Butterfree,Gust,level 1
Butterfree,Bug Bite,level 1
Butterfree,Harden,level 1
Butterfree,String Shot,level 1
Butterfree,Tackle,level 1
Butterfree,Supersonic,level 4
Butterfree,Confusion,level 8
Butterfree,Poison Powder,level 12
Butterfree,Sleep Powder,level 12
Butterfree,Stun Spore,level 12
Butterfree,Psybeam,level 16
Butterfree,Whirlwind,level 20
Butterfree,Air Slash,level 24
Butterfree,Safeguard,level 28
Butterfree,Bug Buzz,level 32
Butterfree,Tailwind,level 36
Butterfree,Rage Powder,level 40
Butterfree,Quiver Dance,level 44
Butterfree,Acrobatics,TM
Butterfree,Air Slash,TM
Butterfree,Attract,TM
Butterfree,Baton Pass,TM
Butterfree,Bug Buzz,TM
Butterfree,Draining Kiss,TM
Butterfree,Electroweb,TM
Butterfree,Endure,TM
Butterfree,Energy Ball,TM
Butterfree,Facade,TM
Butterfree,Giga Drain,TM
Butterfree,Giga Impact,TM
Butterfree,Hurricane,TM
Butterfree,Hyper Beam,TM
Butterfree,Iron Defense,TM
Butterfree,Pollen Puff,TM
Butterfree,Protect,TM
Butterfree,Psychic,TM
Butterfree,Rain Dance,TM
Butterfree,Rest,TM
Butterfree,Round,TM
Butterfree,Safeguard,TM
Butterfree,Shadow Ball,TM
Butterfree,Skill Swap,TM
Butterfree,Sleep Talk,TM
Butterfree,Snore,TM
Butterfree,Solar Beam,TM
Butterfree,Substitute,TM
Butterfree,Sunny Day,TM
Butterfree,Swift,TM
Butterfree,Thief,TM
Butterfree,U-turn,TM
Butterfree,Venoshock,TM
Butterfree,Dual Wingbeat,move tutor
Butterfree,Aerial Ace,Event
Butterfree,Morning Sun,Event
Butterfree,Psychic,Event
Butterfree,Sleep Powder,Event
Butterfree,Air Cutter,Past generation only
Butterfree,Bide,Past generation only
Butterfree,Captivate,Past generation only
Butterfree,Confide,Past generation only
Butterfree,Curse,Past generation only
Butterfree,Defog,Past generation only
Butterfree,Double-Edge,Past generation only
Butterfree,Double Team,Past generation only
Butterfree,Dream Eater,Past generation only
Butterfree,Flash,Past generation only
Butterfree,Frustration,Past generation only
Butterfree,Headbutt,Past generation only
Butterfree,Hidden Power,Past generation only
Butterfree,Infestation,Past generation only
Butterfree,Mega Drain,Past generation only
Butterfree,Mimic,Past generation only
Butterfree,Natural Gift,Past generation only
Butterfree,Nightmare,Past generation only
Butterfree,Ominous Wind,Past generation only
Butterfree,Psych Up,Past generation only
Butterfree,Psywave,Past generation only
Butterfree,Rage,Past generation only
Butterfree,Razor Wind,Past generation only
Butterfree,Reflect,Past generation only
Butterfree,Return,Past generation only
Butterfree,Roost,Past generation only
Butterfree,Secret Power,Past generation only
Butterfree,Signal Beam,Past generation only
Butterfree,Silver Wind,Past generation only
Butterfree,Struggle Bug,Past generation only
Butterfree,Swagger,Past generation only
Butterfree,Sweet Scent,Past generation only
Butterfree,Take Down,Past generation only
Butterfree,Teleport,Past generation only
Butterfree,Toxic,Past generation only
Butterfree,Twister,Past generation only
Weedle,Poison Sting,level 1
Weedle,String Shot,level 1
Weedle,Bug Bite,level 9
Weedle,Bug Bite,move tutor
Weedle,Electroweb,move tutor
Kakuna,Harden,level 1
Kakuna,Poison Sting,level 1
Kakuna,String Shot,level 1
Kakuna,Bug Bite,level 9
Kakuna,Bug Bite,move tutor
Kakuna,Electroweb,move tutor
Kakuna,Iron Defense,move tutor
Beedrill,Fury Attack,level 1
Beedrill,Twineedle,level 1
Beedrill,Rage,level 14
Beedrill,Pursuit,level 17
Beedrill,Focus Energy,level 20
Beedrill,Venoshock,level 23
Beedrill,Assurance,level 26
Beedrill,Toxic Spikes,level 29
Beedrill,Pin Missile,level 32
Beedrill,Poison Jab,level 35
Beedrill,Agility,level 38
Beedrill,Endeavor,level 41
Beedrill,Fell Stinger,level 44
Beedrill,Harden,level 1
Beedrill,Poison Sting,level 1
Beedrill,String Shot,level 1
Beedrill,Bug Bite,level 9
Beedrill,Acrobatics,TM
Beedrill,Aerial Ace,TM
Beedrill,Attract,TM
Beedrill,Brick Break,TM
Beedrill,Brutal Swing,TM
Beedrill,Confide,TM
Beedrill,Double Team,TM
Beedrill,Facade,TM
Beedrill,False Swipe,TM
Beedrill,Frustration,TM
Beedrill,Giga Impact,TM
Beedrill,Hidden Power,TM
Beedrill,Hyper Beam,TM
Beedrill,Infestation,TM
Beedrill,Payback,TM
Beedrill,Poison Jab,TM
Beedrill,Protect,TM
Beedrill,Rest,TM
Beedrill,Return,TM
Beedrill,Roost,TM
Beedrill,Round,TM
Beedrill,Sleep Talk,TM
Beedrill,Sludge Bomb,TM
Beedrill,Solar Beam,TM
Beedrill,Substitute,TM
Beedrill,Sunny Day,TM
Beedrill,Swagger,TM
Beedrill,Swords Dance,TM
Beedrill,Thief,TM
Beedrill,Toxic,TM
Beedrill,U-turn,TM
Beedrill,Venoshock,TM
Beedrill,X-Scissor,TM
Beedrill,Bug Bite,move tutor
Beedrill,Defog,move tutor
Beedrill,Drill Run,move tutor
Beedrill,Electroweb,move tutor
Beedrill,Endeavor,move tutor
Beedrill,Giga Drain,move tutor
Beedrill,Knock Off,move tutor
Beedrill,Laser Focus,move tutor
Beedrill,Snore,move tutor
Beedrill,Tailwind,move tutor
Beedrill,Throat Chop,move tutor
Beedrill,Baton Pass,Event
Beedrill,Sludge Bomb,Event
Beedrill,Swords Dance,Event
Beedrill,Twineedle,Event
Beedrill,Air Cutter,Past generation only
Beedrill,Bide,Past generation only
Beedrill,Captivate,Past generation only
Beedrill,Curse,Past generation only
Beedrill,Cut,Past generation only
Beedrill,Double-Edge,Past generation only
Beedrill,Endure,Past generation only
Beedrill,Flash,Past generation only
Beedrill,Fury Cutter,Past generation only
Beedrill,Headbutt,Past generation only
Beedrill,Mega Drain,Past generation only
Beedrill,Mimic,Past generation only
Beedrill,Natural Gift,Past generation only
Beedrill,Ominous Wind,Past generation only
Beedrill,Outrage,Past generation only
Beedrill,Peck,Past generation only
Beedrill,Reflect,Past generation only
Beedrill,Rock Smash,Past generation only
Beedrill,Secret Power,Past generation only
Beedrill,Silver Wind,Past generation only
Beedrill,Skull Bash,Past generation only
Beedrill,Struggle Bug,Past generation only
Beedrill,Sweet Scent,Past generation only
Beedrill,Swift,Past generation only
Beedrill,Take Down,Past generation only
Pidgey,Tackle,level 1
Pidgey,Sand Attack,level 5
Pidgey,Gust,level 9
Pidgey,Quick Attack,level 13
Pidgey,Whirlwind,level 17
Pidgey,Twister,level 21
Pidgey,Feather Dance,level 25
Pidgey,Agility,level 29
Pidgey,Wing Attack,level 33
Pidgey,Roost,level 37
Pidgey,Tailwind,level 41
Pidgey,Mirror Move,level 45
Pidgey,Air Slash,level 49
Pidgey,Hurricane,level 53
Pidgey,Aerial Ace,TM
Pidgey,Attract,TM
Pidgey,Confide,TM
Pidgey,Double Team,TM
Pidgey,Facade,TM
Pidgey,Fly,TM
Pidgey,Frustration,TM
Pidgey,Hidden Power,TM
Pidgey,Protect,TM
Pidgey,Rain Dance,TM
Pidgey,Rest,TM
Pidgey,Return,TM
Pidgey,Roost,TM
Pidgey,Round,TM
Pidgey,Sleep Talk,TM
Pidgey,Steel Wing,TM
Pidgey,Substitute,TM
Pidgey,Sunny Day,TM
Pidgey,Swagger,TM
Pidgey,Thief,TM
Pidgey,Toxic,TM
Pidgey,U-turn,TM
Pidgey,Work Up,TM
Pidgey,Defog,move tutor
Pidgey,Heat Wave,move tutor
Pidgey,Sky Attack,move tutor
Pidgey,Snore,move tutor
Pidgey,Tailwind,move tutor
Pidgey,Uproar,move tutor
Pidgey,Air Cutter,egg move
Pidgey,Air Slash,egg move
Pidgey,Brave Bird,egg move
Pidgey,Defog,egg move
Pidgey,Feint Attack,egg move
Pidgey,Foresight,egg move
Pidgey,Pursuit,egg move
Pidgey,Steel Wing,egg move
Pidgey,Uproar,egg move
Pidgey,Bide,Past generation only
Pidgey,Captivate,Past generation only
Pidgey,Curse,Past generation only
Pidgey,Detect,Past generation only
Pidgey,Double-Edge,Past generation only
Pidgey,Endure,Past generation only
Pidgey,Headbutt,Past generation only
Pidgey,Mimic,Past generation only
Pidgey,Mud-Slap,Past generation only
Pidgey,Natural Gift,Past generation only
Pidgey,Ominous Wind,Past generation only
Pidgey,Pluck,Past generation only
Pidgey,Rage,Past generation only
Pidgey,Razor Wind,Past generation only
Pidgey,Reflect,Past generation only
Pidgey,Secret Power,Past generation only
Pidgey,Swift,Past generation only
Pidgey,Take Down,Past generation only
Pidgeotto,Gust,level 1
Pidgeotto,Sand Attack,level 1
Pidgeotto,Tackle,level 1
Pidgeotto,Quick Attack,level 13
Pidgeotto,Whirlwind,level 17
Pidgeotto,Twister,level 22
Pidgeotto,Feather Dance,level 27
Pidgeotto,Agility,level 32
Pidgeotto,Wing Attack,level 37
Pidgeotto,Roost,level 42
Pidgeotto,Tailwind,level 47
Pidgeotto,Mirror Move,level 52
Pidgeotto,Air Slash,level 57
Pidgeotto,Hurricane,level 62
Pidgeotto,Aerial Ace,TM
Pidgeotto,Attract,TM
Pidgeotto,Confide,TM
Pidgeotto,Double Team,TM
Pidgeotto,Facade,TM
Pidgeotto,Fly,TM
Pidgeotto,Frustration,TM
Pidgeotto,Hidden Power,TM
Pidgeotto,Protect,TM
Pidgeotto,Rain Dance,TM
Pidgeotto,Rest,TM
Pidgeotto,Return,TM
Pidgeotto,Roost,TM
Pidgeotto,Round,TM
Pidgeotto,Sleep Talk,TM
Pidgeotto,Steel Wing,TM
Pidgeotto,Substitute,TM
Pidgeotto,Sunny Day,TM
Pidgeotto,Swagger,TM
Pidgeotto,Thief,TM
Pidgeotto,Toxic,TM
Pidgeotto,U-turn,TM
Pidgeotto,Work Up,TM
Pidgeotto,Defog,move tutor
Pidgeotto,Heat Wave,move tutor
Pidgeotto,Sky Attack,move tutor
Pidgeotto,Snore,move tutor
Pidgeotto,Tailwind,move tutor
Pidgeotto,Uproar,move tutor
Pidgeotto,Air Cutter,egg move
Pidgeotto,Air Slash,egg move
Pidgeotto,Brave Bird,egg move
Pidgeotto,Defog,egg move
Pidgeotto,Feint Attack,egg move
Pidgeotto,Foresight,egg move
Pidgeotto,Pursuit,egg move
Pidgeotto,Steel Wing,egg move
Pidgeotto,Uproar,egg move
Pidgeotto,Feather Dance,Event
Pidgeotto,Refresh,Event
Pidgeotto,Steel Wing,Event
Pidgeotto,Wing Attack,Event
Pidgeotto,Bide,Past generation only
Pidgeotto,Captivate,Past generation only
Pidgeotto,Curse,Past generation only
Pidgeotto,Detect,Past generation only
Pidgeotto,Double-Edge,Past generation only
Pidgeotto,Endure,Past generation only
Pidgeotto,Headbutt,Past generation only
Pidgeotto,Mimic,Past generation only
Pidgeotto,Mud-Slap,Past generation only
Pidgeotto,Natural Gift,Past generation only
Pidgeotto,Ominous Wind,Past generation only
Pidgeotto,Pluck,Past generation only
Pidgeotto,Rage,Past generation only
Pidgeotto,Razor Wind,Past generation only
Pidgeotto,Reflect,Past generation only
Pidgeotto,Secret Power,Past generation only
Pidgeotto,Swift,Past generation only
Pidgeotto,Take Down,Past generation only
Pidgeot,Gust,level 1
Pidgeot,Hurricane,level 1
Pidgeot,Quick Attack,level 1
Pidgeot,Sand Attack,level 1
Pidgeot,Tackle,level 1
Pidgeot,Whirlwind,level 17
Pidgeot,Twister,level 22
Pidgeot,Feather Dance,level 27
Pidgeot,Agility,level 32
Pidgeot,Wing Attack,level 38
Pidgeot,Roost,level 44
Pidgeot,Tailwind,level 50
Pidgeot,Mirror Move,level 56
Pidgeot,Air Slash,level 62
Pidgeot,Aerial Ace,TM
Pidgeot,Attract,TM
Pidgeot,Confide,TM
Pidgeot,Double Team,TM
Pidgeot,Facade,TM
Pidgeot,Fly,TM
Pidgeot,Frustration,TM
Pidgeot,Giga Impact,TM
Pidgeot,Hidden Power,TM
Pidgeot,Hyper Beam,TM
Pidgeot,Protect,TM
Pidgeot,Rain Dance,TM
Pidgeot,Rest,TM
Pidgeot,Return,TM
Pidgeot,Roost,TM
Pidgeot,Round,TM
Pidgeot,Sleep Talk,TM
Pidgeot,Steel Wing,TM
Pidgeot,Substitute,TM
Pidgeot,Sunny Day,TM
Pidgeot,Swagger,TM
Pidgeot,Thief,TM
Pidgeot,Toxic,TM
Pidgeot,U-turn,TM
Pidgeot,Work Up,TM
Pidgeot,Defog,move tutor
Pidgeot,Heat Wave,move tutor
Pidgeot,Laser Focus,move tutor
Pidgeot,Sky Attack,move tutor
Pidgeot,Snore,move tutor
Pidgeot,Tailwind,move tutor
Pidgeot,Uproar,move tutor
Pidgeot,Air Cutter,egg move
Pidgeot,Air Slash,egg move
Pidgeot,Brave Bird,egg move
Pidgeot,Defog,egg move
Pidgeot,Feint Attack,egg move
Pidgeot,Foresight,egg move
Pidgeot,Pursuit,egg move
Pidgeot,Steel Wing,egg move
Pidgeot,Uproar,egg move
Pidgeot,Feather Dance,Event
Pidgeot,Mirror Move,Event
Pidgeot,Refresh,Event
Pidgeot,Sky Attack,Event
Pidgeot,Steel Wing,Event
Pidgeot,Whirlwind,Event
Pidgeot,Wing Attack,Event
Pidgeot,Bide,Past generation only
Pidgeot,Captivate,Past generation only
Pidgeot,Curse,Past generation only
Pidgeot,Detect,Past generation only
Pidgeot,Double-Edge,Past generation only
Pidgeot,Endure,Past generation only
Pidgeot,Headbutt,Past generation only
Pidgeot,Mimic,Past generation only
Pidgeot,Mud-Slap,Past generation only
Pidgeot,Natural Gift,Past generation only
Pidgeot,Ominous Wind,Past generation only
Pidgeot,Pluck,Past generation only
Pidgeot,Rage,Past generation only
Pidgeot,Razor Wind,Past generation only
Pidgeot,Reflect,Past generation only
Pidgeot,Secret Power,Past generation only
Pidgeot,Swift,Past generation only
Pidgeot,Take Down,Past generation only
Rattata,Tackle,level 1
Rattata,Tail Whip,level 1
Rattata,Quick Attack,level 4
Rattata,Focus Energy,level 7
Rattata,Bite,level 10
Rattata,Pursuit,level 13
Rattata,Hyper Fang,level 16
Rattata,Assurance,level 19
Rattata,Crunch,level 22
Rattata,Sucker Punch,level 25
Rattata,Super Fang,level 28
Rattata,Double-Edge,level 31
Rattata,Endeavor,level 34
Rattata,Attract,TM
Rattata,Blizzard,TM
Rattata,Charge Beam,TM
Rattata,Confide,TM
Rattata,Double Team,TM
Rattata,Facade,TM
Rattata,Frustration,TM
Rattata,Grass Knot,TM
Rattata,Hidden Power,TM
Rattata,Ice Beam,TM
Rattata,Protect,TM
Rattata,Rain Dance,TM
Rattata,Rest,TM
Rattata,Return,TM
Rattata,Round,TM
Rattata,Shadow Ball,TM
Rattata,Sleep Talk,TM
Rattata,Substitute,TM
Rattata,Sunny Day,TM
Rattata,Swagger,TM
Rattata,Taunt,TM
Rattata,Thief,TM
Rattata,Thunder,TM
Rattata,Thunderbolt,TM
Rattata,Thunder Wave,TM
Rattata,Toxic,TM
Rattata,U-turn,TM
Rattata,Wild Charge,TM
Rattata,Work Up,TM
Rattata,Covet,move tutor
Rattata,Endeavor,move tutor
